Entrez ID	Symbol	Type	Entrez.ID
118	ADD1	best inferred	118
8406	SRPX	best inferred	8406
9737	GPRASP1	best inferred	9737
119	ADD2	best inferred	119
8407	TAGLN2	best inferred	8407
9738	CCP110	landmark	9738
8404	SPARCL1	best inferred	8404
9735	KNTC1	best inferred	9735
8405	SPOP	best inferred	8405
9736	USP34	best inferred	9736
8408	ULK1	best inferred	8408
9739	SETD1A	best inferred	9739
8409	UXT	best inferred	8409
8420	SNHG3	best inferred	8420
9751	SNPH	best inferred	9751
9752	PCDHA9	best inferred	9752
9750	FAM65B	best inferred	9750
8424	BBOX1	best inferred	8424
9755	TBKBP1	best inferred	9755
8425	LTBP4	best inferred	8425
9753	ZSCAN12	best inferred	9753
9754	STARD8	best inferred	9754
120	ADD3	best inferred	120
123	PLIN2	best inferred	123
124	ADH1A	best inferred	124
125	ADH1B	best inferred	125
126	ADH1C	best inferred	126
128	ADH5	landmark	128
8417	STX7	best inferred	8417
9748	SLK	best inferred	9748
8418	CMAHP	best inferred	8418
9749	PHACTR2	best inferred	9749
9746	CLSTN3	best inferred	9746
8416	ANXA9	best inferred	8416
9747	TCAF1	best inferred	9747
8431	NR0B2	best inferred	8431
9762	LZTS3	best inferred	9762
7101	NR2E1	best inferred	7101
9760	TOX	best inferred	9760
7100	TLR5	best inferred	7100
9761	MLEC	landmark	9761
7103	TSPAN8	best inferred	7103
9766	SUSD6	best inferred	9766
7102	TSPAN7	best inferred	7102
8436	SDPR	best inferred	8436
9767	JADE3	best inferred	9767
7105	TSPAN6	landmark	7105
9764	KIAA0513	best inferred	9764
8434	RECK	best inferred	8434
132	ADK	best inferred	132
133	ADM	best inferred	133
134	ADORA1	best inferred	134
136	ADORA2B	best inferred	136
8428	STK24	best inferred	8428
9759	HDAC4	best inferred	9759
9757	KMT2B	best inferred	9757
8427	ZNF282	best inferred	8427
9758	FRMPD4	best inferred	9758
7110	TMF1	best inferred	7110
8443	GNPAT	best inferred	8443
9774	BCLAF1	best inferred	9774
7112	TMPO	best inferred	7112
8440	NCK2	landmark	8440
9771	RAPGEF5	best inferred	9771
7111	TMOD1	best inferred	7111
9772	TMEM94	best inferred	9772
8446	DUSP11	landmark	8446
9777	TM9SF4	best inferred	9777
7113	TMPRSS2	best inferred	7113
9778	KIAA0232	best inferred	9778
8444	DYRK3	landmark	8444
9775	EIF4A3	best inferred	9775
8445	DYRK2	best inferred	8445
9776	ATG13	best inferred	9776
140	ADORA3	best inferred	140
9770	RASSF2	best inferred	9770
141	ADPRH	best inferred	141
142	PARP1	landmark	142
143	PARP4	best inferred	143
7107	GPR137B	best inferred	7107
8439	NSMAF	best inferred	8439
7106	TSPAN4	landmark	7106
7109	TRAPPC10	best inferred	7109
8437	RASAL1	best inferred	8437
9768	PCLAF	best inferred	9768
7108	TM7SF2	best inferred	7108
8438	RAD54L	best inferred	8438
8453	CUL2	best inferred	8453
9784	SNX17	best inferred	9784
8454	CUL1	best inferred	8454
9785	DHX38	best inferred	9785
7123	CLEC3B	best inferred	7123
8451	CUL4A	best inferred	8451
9782	MATR3	best inferred	9782
7122	CLDN5	best inferred	7122
8452	CUL3	best inferred	8452
9783	RIMS3	best inferred	9783
9788	MTSS1	best inferred	9788
7124	TNF	best inferred	7124
8458	TTF2	best inferred	8458
7127	TNFAIP2	best inferred	7127
8455	ATRN	best inferred	8455
9786	KIAA0586	best inferred	9786
7126	TNFAIP1	best inferred	7126
8456	FOXN1	best inferred	8456
9787	DLGAP5	best inferred	9787
150	ADRA2A	best inferred	150
9780	PIEZO1	best inferred	9780
8450	CUL4B	best inferred	8450
9781	RNF144A	best inferred	9781
152	ADRA2C	best inferred	152
153	ADRB1	best inferred	153
154	ADRB2	landmark	154
156	GRK2	best inferred	156
157	GRK3	best inferred	157
158	ADSL	best inferred	158
159	ADSS	best inferred	159
8448	DOC2A	best inferred	8448
9779	TBC1D5	best inferred	9779
8449	DHX16	best inferred	8449
7132	TNFRSF1A	best inferred	7132
8464	SUPT3H	best inferred	8464
9796	PHYHIP	best inferred	9796
7134	TNNC1	best inferred	7134
8462	KLF11	best inferred	8462
9793	CKAP5	best inferred	9793
7133	TNFRSF1B	best inferred	7133
9794	MAML1	best inferred	9794
7136	TNNI2	best inferred	7136
7138	TNNT1	best inferred	7138
9797	TATDN2	landmark	9797
7137	TNNI3	best inferred	7137
8467	SMARCA5	best inferred	8467
9798	IST1	best inferred	9798
161	AP2A2	best inferred	161
8460	TPST1	best inferred	8460
9791	PTDSS1	best inferred	9791
162	AP1B1	best inferred	162
9792	SERTAD2	best inferred	9792
163	AP2B1	best inferred	163
7130	TNFAIP6	best inferred	7130
164	AP1G1	best inferred	164
9790	BMS1	best inferred	9790
165	AEBP1	best inferred	165
166	AES	best inferred	166
150244	ZDHHC8P1	best inferred	150244
7128	TNFAIP3	best inferred	7128
8459	TPST2	best inferred	8459
8476	CDC42BPA	best inferred	8476
7145	TNS1	best inferred	7145
8473	OGT	best inferred	8473
8479	HIRIP3	best inferred	8479
8477	GPR65	best inferred	8477
440515	ZNF506	best inferred	440515
7148	TNXB	best inferred	7148
175	AGA	best inferred	175
7140	TNNT3	best inferred	7140
8470	SORBS2	best inferred	8470
176	ACAN	best inferred	176
177	AGER	best inferred	177
178	AGL	landmark	178
7139	TNNT2	best inferred	7139
7153	TOP2A	landmark	7153
8487	GEMIN2	best inferred	8487
7156	TOP3A	best inferred	7156
7155	TOP2B	best inferred	7155
7158	TP53BP1	landmark	7158
7157	TP53	landmark	7157
7159	TP53BP2	landmark	7159
182	JAG1	best inferred	182
183	AGT	best inferred	183
7150	TOP1	best inferred	7150
8483	CILP	best inferred	8483
185	AGTR1	best inferred	185
8480	RAE1	landmark	8480
8481	OFD1	best inferred	8481
187	APLNR	best inferred	187
7165	TPD52L2	landmark	7165
8497	PPFIA4	best inferred	8497
7164	TPD52L1	best inferred	7164
8498	RANBP3	best inferred	8498
7167	TPI1	best inferred	7167
8495	PPFIBP2	best inferred	8495
92342	METTL18	best inferred	92342
8496	PPFIBP1	best inferred	8496
7169	TPM2	best inferred	7169
7168	TPM1	landmark	7168
8499	PPFIA2	best inferred	8499
191	AHCY	best inferred	191
8490	RGS5	best inferred	8490
79370	BCL2L14	best inferred	79370
7161	TP73	best inferred	7161
8493	PPM1D	best inferred	8493
196	AHR	best inferred	196
7163	TPD52	best inferred	7163
8491	MAP4K3	best inferred	8491
7162	TPBG	best inferred	7162
8492	PRSS12	best inferred	8492
199	AIF1	best inferred	199
81691	LOC81691	best inferred	81691
7175	TPR	best inferred	7175
93664	CADPS2	best inferred	93664
7178	TPT1	best inferred	7178
7177	TPSAB1	best inferred	7177
92335	STRADA	best inferred	92335
221037	JMJD1C	best inferred	221037
80349	WDR61	landmark	80349
7172	TPMT	best inferred	7172
7171	TPM4	best inferred	7171
7174	TPP2	best inferred	7174
79364	ZXDC	best inferred	79364
7173	TPO	best inferred	7173
79366	HMGN5	best inferred	79366
79365	BHLHE41	best inferred	79365
81688	C6orf62	best inferred	81688
79368	FCRL2	best inferred	79368
81689	ISCA1	best inferred	81689
80352	RNF39	best inferred	80352
79369	B3GNT4	best inferred	79369
80351	TNKS2	best inferred	80351
7187	TRAF3	best inferred	7187
7186	TRAF2	best inferred	7186
7189	TRAF6	best inferred	7189
7188	TRAF5	best inferred	7188
54093	SETD4	best inferred	54093
7181	NR2C1	best inferred	7181
7180	CRISP2	best inferred	7180
7182	NR2C2	best inferred	7182
7185	TRAF1	best inferred	7185
7184	HSP90B1	best inferred	7184
80380	PDCD1LG2	best inferred	80380
728448	PPIEL	best inferred	728448
221061	FAM171A1	best inferred	221061
221078	NSUN6	best inferred	221078
103910	MYL12B	best inferred	103910
56890	MDM1	best inferred	56890
81847	RNF146	best inferred	81847
81848	SPRY4	best inferred	81848
81853	TMEM14B	best inferred	81853
56898	BDH2	best inferred	56898
81855	SFXN3	best inferred	81855
55568	GALNT10	best inferred	55568
56892	C8orf4	best inferred	56892
55565	ZNF821	best inferred	55565
56895	AGPAT4	best inferred	56895
81839	VANGL1	best inferred	81839
55573	CDV3	best inferred	55573
55578	SUPT20H	best inferred	55578
55577	NAGK	best inferred	55577
55585	UBE2Q1	best inferred	55585
81875	ISG20L2	best inferred	81875
81876	RAB1B	best inferred	81876
55589	BMP2K	best inferred	55589
81873	ARPC5L	best inferred	81873
374291	NDUFS7	best inferred	374291
55592	GOLGA2P5	best inferred	55592
81857	MED25	best inferred	81857
81858	SHARPIN	best inferred	81858
55596	ZCCHC8	best inferred	55596
171546	SPTSSA	best inferred	171546
79571	GCC1	best inferred	79571
79570	NKAIN1	best inferred	79570
79573	TTC13	best inferred	79573
79572	ATP13A3	best inferred	79572
79575	ABHD8	best inferred	79575
79577	CDC73	best inferred	79577
81892	SLIRP	best inferred	81892
81894	SLC25A28	best inferred	81894
81890	QTRT1	best inferred	81890
81888	HYI	best inferred	81888
146542	ZNF688	best inferred	146542
79568	MAIP1	best inferred	79568
79567	FAM65A	best inferred	79567
79591	C10orf76	best inferred	79591
79590	MRPL24	best inferred	79590
79595	SAP130	best inferred	79595
79594	MUL1	best inferred	79594
79596	RNF219	best inferred	79596
79598	CEP97	best inferred	79598
92558	BICDL1	best inferred	92558
79582	SPAG16	best inferred	79582
79581	SLC52A2	best inferred	79581
79583	TMEM231	best inferred	79583
79586	CHPF	best inferred	79586
79587	CARS2	best inferred	79587
79589	RNF128	best inferred	79589
56829	ZC3HAV1	best inferred	56829
56833	SLAMF8	best inferred	56833
55501	CHST12	best inferred	55501
55500	ETNK1	best inferred	55500
55506	H2AFY2	best inferred	55506
55505	NOP10	best inferred	55505
56834	GPR137	best inferred	56834
55509	BATF3	best inferred	55509
55508	SLC35E3	best inferred	55508
9810	RNF40	best inferred	9810
9811	CTIF	best inferred	9811
55512	SMPD3	best inferred	55512
55510	DDX43	best inferred	55510
9804	TOMM20	best inferred	9804
9801	MRPL19	landmark	9801
9802	DAZAP2	best inferred	9802
9807	IP6K1	best inferred	9807
9805	SCRN1	landmark	9805
9806	SPOCK2	best inferred	9806
56848	SPHK2	best inferred	56848
9821	RB1CC1	best inferred	9821
9820	CUL7	best inferred	9820
55521	TRIM36	best inferred	55521
56851	EMC7	best inferred	56851
9814	SFI1	best inferred	9814
9815	GIT2	best inferred	9815
9812	KIAA0141	best inferred	9812
55526	DHTKD1	best inferred	55526
9813	EFCAB14	landmark	9813
9818	NUP58	best inferred	9818
9819	TSC22D2	best inferred	9819
9816	URB2	best inferred	9816
9817	KEAP1	landmark	9817
8501	SLC43A1	best inferred	8501
9832	JAKMIP2	best inferred	9832
8502	PKP4	best inferred	8502
9833	MELK	landmark	9833
9830	TRIM14	best inferred	9830
9831	ZNF623	best inferred	9831
202	AIM1	best inferred	202
203	AK1	best inferred	203
204	AK2	best inferred	204
205	AK4	best inferred	205
9825	SPATA2	best inferred	9825
207	AKT1	landmark	207
9826	ARHGEF11	best inferred	9826
54207	KCNK10	best inferred	54207
9823	ARMCX2	best inferred	9823
9824	ARHGAP11A	best inferred	9824
54205	CYCS	landmark	54205
9829	DNAJC6	best inferred	9829
9827	RGP1	best inferred	9827
9828	ARHGEF17	best inferred	9828
54209	TREM2	best inferred	54209
9843	HEPH	best inferred	9843
9844	ELMO1	best inferred	9844
9841	ZBTB24	best inferred	9841
9842	PLEKHM1	landmark	9842
210	ALAD	best inferred	210
54210	TREM1	best inferred	54210
81831	NETO2	best inferred	81831
211	ALAS1	landmark	211
55540	IL17RB	best inferred	55540
214	ALCAM	best inferred	214
215	ABCD1	best inferred	215
55544	RBM38	best inferred	55544
216	ALDH1A1	best inferred	216
217	ALDH2	best inferred	217
8505	PARG	best inferred	8505
9836	LCMT2	best inferred	9836
218	ALDH3A1	best inferred	218
8506	CNTNAP1	best inferred	8506
9837	GINS1	best inferred	9837
219	ALDH1B1	best inferred	219
8503	PIK3R3	landmark	8503
8504	PEX3	best inferred	8504
8507	ENC1	best inferred	8507
8508	NIPSNAP1	landmark	8508
9839	ZEB2	best inferred	9839
8520	HAT1	landmark	8520
9851	KIAA0753	landmark	9851
9854	C2CD2L	landmark	9854
8522	GAS7	best inferred	8522
9853	RUSC2	best inferred	9853
220	ALDH1A3	best inferred	220
221	ALDH3B1	best inferred	221
56886	UGGT1	best inferred	56886
222	ALDH3B2	best inferred	222
223	ALDH9A1	best inferred	223
56888	KCMF1	best inferred	56888
171586	ABHD3	best inferred	171586
224	ALDH3A2	best inferred	224
225	ABCD2	best inferred	225
55556	ENOSF1	landmark	55556
56882	CDC42SE1	best inferred	56882
226	ALDOA	landmark	226
8516	ITGA8	best inferred	8516
9847	C2CD5	landmark	9847
229	ALDOB	best inferred	229
8517	IKBKG	best inferred	8517
9848	MFAP3L	best inferred	9848
8514	KCNAB2	best inferred	8514
8515	ITGA10	best inferred	8515
9846	GAB2	best inferred	9846
55558	PLXNA3	best inferred	55558
56889	TM9SF3	landmark	56889
8518	IKBKAP	landmark	8518
9849	ZNF518A	best inferred	9849
8519	IFITM1	best inferred	8519
8530	CST7	best inferred	8530
9861	PSMD6	best inferred	9861
8531	YBX3	best inferred	8531
9862	MED24	best inferred	9862
9860	LRIG2	best inferred	9860
8534	CHST1	best inferred	8534
8535	CBX4	best inferred	8535
9866	TRIM66	best inferred	9866
7204	TRIO	best inferred	7204
9863	MAGI2	best inferred	9863
7203	CCT3	best inferred	7203
8533	COPS3	best inferred	8533
230	ALDOC	landmark	230
231	AKR1B1	best inferred	231
239	ALOX12	best inferred	239
8527	DGKD	best inferred	8527
9858	PPP1R26	best inferred	9858
8528	DDO	best inferred	8528
9859	CEP170	best inferred	9859
8525	DGKZ	best inferred	8525
9856	KIAA0319	best inferred	9856
9857	CEP350	best inferred	9857
8541	PPFIA3	best inferred	8541
8542	APOL1	best inferred	8542
9873	FCHSD2	best inferred	9873
9870	AREL1	best inferred	9870
8540	AGPS	best inferred	8540
9871	SEC24D	best inferred	9871
8545	CGGBP1	best inferred	8545
8546	AP3B1	best inferred	8546
9877	ZC3H11A	best inferred	9877
8543	LMO4	best inferred	8543
9874	TLK1	best inferred	9874
8544	PIR	best inferred	8544
9875	URB1	best inferred	9875
240	ALOX5	best inferred	240
241	ALOX5AP	best inferred	241
247	ALOX15B	best inferred	247
249	ALPL	best inferred	249
8538	BARX2	best inferred	8538
9869	SETDB1	best inferred	9869
7205	TRIP6	best inferred	7205
8539	API5	best inferred	8539
8536	CAMK1	best inferred	8536
9867	PJA2	best inferred	9867
8537	BCAS1	best inferred	8537
9868	TOMM70	landmark	9868
7220	TRPC1	best inferred	7220
9883	POM121	best inferred	9883
8553	BHLHE40	landmark	8553
8550	MAPKAPK5	landmark	8550
9881	TRANK1	best inferred	9881
9882	TBC1D4	best inferred	9882
8556	CDC14A	best inferred	8556
9887	SMG7	best inferred	9887
7223	TRPC4	best inferred	7223
7226	TRPM2	best inferred	7226
8554	PIAS1	best inferred	8554
9885	OSBPL2	best inferred	9885
7225	TRPC6	best inferred	7225
8555	CDC14B	best inferred	8555
9886	RHOBTB1	best inferred	9886
9880	ZBTB39	best inferred	9880
8549	LGR5	best inferred	8549
7216	TRO	best inferred	7216
8547	FCN3	best inferred	8547
9878	TOX4	best inferred	9878
8548	BLZF1	best inferred	8548
9879	DDX46	best inferred	9879
8563	THOC5	best inferred	8563
9894	TELO2	best inferred	9894
8564	KMO	best inferred	8564
9895	TECPR2	best inferred	9895
9892	SNAP91	best inferred	9892
8562	DENR	best inferred	8562
8567	MADD	best inferred	8567
9898	UBAP2L	best inferred	9898
8568	RRP1	best inferred	8568
9899	SV2B	best inferred	9899
8565	YARS	best inferred	8565
9896	FIG4	best inferred	9896
8566	PDXK	best inferred	8566
9897	WASHC5	landmark	9897
9890	PLPPR4	best inferred	9890
8560	DEGS1	best inferred	8560
9891	NUAK1	best inferred	9891
262	AMD1	best inferred	262
267	AMFR	best inferred	267
7227	TRPS1	best inferred	7227
8558	CDK10	best inferred	8558
9889	ZBED4	best inferred	9889
8559	PRPF18	best inferred	8559
8574	AKR7A2	landmark	8574
8575	PRKRA	best inferred	8575
8572	PDLIM4	best inferred	8572
8573	CASK	landmark	8573
8578	SCARF1	best inferred	8578
7248	TSC1	best inferred	7248
8576	STK16	best inferred	8576
7247	TSN	best inferred	7247
8577	TMEFF1	best inferred	8577
270	AMPD1	best inferred	270
271	AMPD2	best inferred	271
8570	KHSRP	best inferred	8570
272	AMPD3	best inferred	272
273	AMPH	best inferred	273
274	BIN1	best inferred	274
275	AMT	best inferred	275
8569	MKNK1	landmark	8569
7257	TSNAX	best inferred	7257
7259	TSPYL1	best inferred	7259
8581	LY6D	best inferred	8581
283	ANG	best inferred	283
284	ANGPT1	best inferred	284
7251	TSG101	best inferred	7251
285	ANGPT2	best inferred	285
286	ANK1	best inferred	286
287	ANK2	best inferred	287
288	ANK3	best inferred	288
7249	TSC2	best inferred	7249
123803	NTAN1	best inferred	123803
7264	TSTA3	landmark	7264
7263	TST	best inferred	7263
7266	DNAJC7	best inferred	7266
7265	TTC1	best inferred	7265
7268	TTC4	best inferred	7268
7267	TTC3	best inferred	7267
290	ANPEP	best inferred	290
291	SLC25A4	landmark	291
292	SLC25A5	best inferred	292
293	SLC25A6	best inferred	293
7260	TSSC1	best inferred	7260
7262	PHLDA2	best inferred	7262
7277	TUBA4A	best inferred	7277
7270	TTF1	best inferred	7270
7273	TTN	best inferred	7273
7272	TTK	best inferred	7272
7286	TUFT1	best inferred	7286
7289	TULP3	best inferred	7289
91137	SLC25A46	landmark	91137
7280	TUBB2A	best inferred	7280
7284	TUFM	best inferred	7284
7283	TUBG1	best inferred	7283
7297	TYK2	best inferred	7297
7296	TXNRD1	landmark	7296
7299	TYR	best inferred	7299
7298	TYMS	best inferred	7298
7291	TWIST1	best inferred	7291
7290	HIRA	best inferred	7290
7293	TNFRSF4	best inferred	7293
7295	TXN	best inferred	7295
7294	TXK	best inferred	7294
92482	BBIP1	best inferred	92482
387509	GPR153	best inferred	387509
123872	DNAAF1	best inferred	123872
65003	MRPL11	best inferred	65003
65005	MRPL9	best inferred	65005
65009	NDRG4	best inferred	65009
55681	SCYL2	best inferred	55681
79650	USB1	best inferred	79650
79652	TMEM204	best inferred	79652
79651	RHBDF2	best inferred	79651
79654	HECTD3	best inferred	79654
55689	YEATS2	best inferred	55689
79656	BEND5	best inferred	79656
55687	TRMU	best inferred	55687
79658	ARHGAP10	best inferred	79658
55686	MREG	best inferred	55686
79657	RPAP3	best inferred	79657
79659	DYNC2H1	best inferred	79659
65010	SLC26A6	best inferred	65010
65012	SLC26A10	best inferred	65012
65018	PINK1	best inferred	65018
54361	WNT4	best inferred	54361
55692	LUC7L	best inferred	55692
55691	FRMD4A	best inferred	55691
55690	PACS1	best inferred	55690
55696	RBM22	best inferred	55696
79641	ROGDI	best inferred	79641
55695	NSUN5	best inferred	55695
79640	C22orf46	best inferred	79640
79643	CHMP6	landmark	79643
55693	KDM4D	best inferred	55693
79642	ARSJ	best inferred	79642
55699	IARS2	landmark	55699
79647	AKIRIN1	best inferred	79647
55697	VAC14	best inferred	55697
79646	PANK3	best inferred	79646
79649	MAP7D3	best inferred	79649
79648	MCPH1	best inferred	79648
92609	TIMM50	best inferred	92609
93973	ACTR8	best inferred	93973
399664	MEX3D	best inferred	399664
93974	ATPIF1	best inferred	93974
399665	FAM102A	best inferred	399665
79670	ZCCHC6	best inferred	79670
79672	FN3KRP	best inferred	79672
79671	NLRX1	best inferred	79671
79673	ZNF329	best inferred	79673
79676	OGFOD2	best inferred	79676
79675	FASTKD1	best inferred	79675
79677	SMC6	best inferred	79677
158471	PRUNE2	best inferred	158471
91300	R3HDM4	best inferred	91300
91304	TMEM259	best inferred	91304
79661	NEIL1	best inferred	79661
79663	HSPBAP1	best inferred	79663
54386	TERF2IP	landmark	54386
79665	DHX40	best inferred	79665
79664	ICE2	best inferred	79664
79667	KLF3-AS1	best inferred	79667
79666	PLEKHF2	best inferred	79666
79669	C3orf52	best inferred	79669
79668	PARP8	best inferred	79668
79690	GAL3ST4	best inferred	79690
79691	QTRT2	best inferred	79691
79694	MANEA	best inferred	79694
79693	YRDC	best inferred	79693
79696	ZC2HC1C	best inferred	79696
79695	GALNT12	best inferred	79695
79698	ZMAT4	best inferred	79698
65055	REEP1	best inferred	65055
65057	ACD	landmark	65057
79683	ZDHHC14	best inferred	79683
79682	CENPU	best inferred	79682
79685	SAP30L	best inferred	79685
79684	MSANTD2	best inferred	79684
79686	LINC00341	best inferred	79686
79689	STEAP4	best inferred	79689
91355	LRP5L	best inferred	91355
92689	FAM114A1	best inferred	92689
55601	DDX60	best inferred	55601
56937	PMEPA1	best inferred	56937
55604	CARMIL1	landmark	55604
56938	ARNTL2	best inferred	56938
55603	FAM46A	best inferred	55603
55602	CDKN2AIP	best inferred	55602
55608	ANKRD10	landmark	55608
56934	CA10	best inferred	56934
55607	PPP1R9A	best inferred	55607
56935	SMCO4	best inferred	56935
56936	CCDC177	best inferred	56936
9910	RABGAP1L	best inferred	9910
56940	DUSP22	landmark	56940
56941	HMCES	best inferred	56941
9908	G3BP2	best inferred	9908
56942	CMC2	best inferred	56942
9909	DENND4B	best inferred	9909
56943	ENY2	best inferred	56943
55612	FERMT1	best inferred	55612
55611	OTUB1	best inferred	55611
254531	LPCAT4	best inferred	254531
9902	MRC2	best inferred	9902
55616	ASAP3	best inferred	55616
56948	SDR39U1	best inferred	56948
9903	KLHL21	landmark	9903
55615	PRR5	best inferred	55615
56949	XAB2	best inferred	56949
9900	SV2A	best inferred	9900
55614	KIF16B	best inferred	55614
9901	SRGAP3	best inferred	9901
56944	OLFML3	best inferred	56944
9907	AP5Z1	best inferred	9907
55619	DOCK10	best inferred	55619
56945	MRPS22	best inferred	56945
9904	RBM19	best inferred	9904
56946	EMSY	best inferred	56946
9905	SGSM2	best inferred	9905
55617	TASP1	best inferred	55617
56947	MFF	best inferred	56947
9920	KBTBD11	best inferred	9920
9921	RNF10	best inferred	9921
56951	C5orf15	best inferred	56951
9919	SEC16A	best inferred	9919
56953	NT5M	best inferred	56953
56954	NIT2	best inferred	56954
55623	THUMPD1	best inferred	55623
55622	TTC27	best inferred	55622
55621	TRMT1	best inferred	55621
55620	STAP2	landmark	55620
56950	SMYD2	best inferred	56950
9913	SUPT7L	best inferred	9913
9914	ATP2C2	best inferred	9914
55626	AMBRA1	best inferred	55626
9911	TMCC2	best inferred	9911
55625	ZDHHC7	best inferred	55625
9912	ARHGAP44	best inferred	9912
55624	POMGNT1	best inferred	55624
9917	FAM20B	landmark	9917
9918	NCAPD2	landmark	9918
9915	ARNT2	landmark	9915
9931	HELZ	best inferred	9931
8601	RGS20	best inferred	8601
55630	SLC39A4	best inferred	55630
56965	PARP6	best inferred	56965
301	ANXA1	best inferred	301
55634	KRBOX4	best inferred	55634
302	ANXA2	best inferred	302
304	ANXA2P2	best inferred	304
55631	LRRC40	best inferred	55631
9924	PAN2	landmark	9924
55638	SYBU	best inferred	55638
306	ANXA3	best inferred	306
9925	ZBTB5	best inferred	9925
307	ANXA4	best inferred	307
9922	IQSEC1	best inferred	9922
55636	CHD7	best inferred	55636
308	ANXA5	best inferred	308
9923	ZBTB40	best inferred	9923
309	ANXA6	best inferred	309
9928	KIF14	landmark	9928
9929	JOSD1	best inferred	9929
56967	C14orf132	best inferred	56967
9926	LPGAT1	landmark	9926
9927	MFN2	best inferred	9927
8611	PLPP1	best inferred	8611
8612	PLPP2	best inferred	8612
9943	OXSR1	landmark	9943
9940	DLEC1	best inferred	9940
9941	EXOG	best inferred	9941
81926	ABHD17A	best inferred	81926
81929	SEH1L	best inferred	81929
55640	FLVCR2	best inferred	55640
81930	KIF18A	best inferred	81930
310	ANXA7	landmark	310
81931	ZNF93	best inferred	81931
311	ANXA11	best inferred	311
81932	HDHD3	best inferred	81932
79612	NAA16	best inferred	79612
313	AOAH	best inferred	313
55644	OSGEP	best inferred	55644
79611	ACSS3	best inferred	79611
314	AOC2	best inferred	314
55643	BTBD2	best inferred	55643
316	AOX1	best inferred	316
8604	SLC25A12	best inferred	8604
9935	MAFB	best inferred	9935
79616	CCNJL	best inferred	79616
317	APAF1	best inferred	317
8605	PLA2G4C	best inferred	8605
9936	CD302	best inferred	9936
318	NUDT2	best inferred	318
8602	NOP14	best inferred	8602
9933	PUM3	best inferred	9933
55647	RAB20	best inferred	55647
8603	FAM193A	best inferred	8603
9934	P2RY14	best inferred	9934
9939	RBM8A	best inferred	9939
8609	KLF7	best inferred	8609
9937	DCLRE1A	best inferred	9937
8607	RUVBL1	landmark	8607
9938	ARHGAP25	best inferred	9938
9950	GOLGA5	best inferred	9950
8622	PDE8B	best inferred	8622
8623	ASMTL	best inferred	8623
8621	CDK13	best inferred	8621
338645	LUZP2	best inferred	338645
55652	SLC48A1	best inferred	55652
56984	PSMG2	best inferred	56984
55651	NHP2	best inferred	55651
56985	ADPRM	best inferred	56985
321	APBA2	best inferred	321
55650	PIGV	best inferred	55650
56986	DTWD1	best inferred	56986
322	APBB1	best inferred	322
56987	BBX	best inferred	56987
323	APBB2	landmark	323
55656	INTS8	best inferred	55656
56980	PRDM10	best inferred	56980
324	APC	best inferred	324
55655	NLRP2	best inferred	55655
79600	TCTN1	landmark	79600
55654	TMEM127	best inferred	55654
79603	CERS4	best inferred	79603
56983	POGLUT1	best inferred	56983
79602	ADIPOR2	best inferred	79602
327	APEH	best inferred	327
8615	USO1	best inferred	8615
9946	CRYZL1	best inferred	9946
54329	GPR85	best inferred	54329
79605	PGBD5	best inferred	79605
328	APEX1	best inferred	328
329	BIRC2	landmark	329
8613	PLPP3	best inferred	8613
55658	RNF126	best inferred	55658
8614	STC2	best inferred	8614
9945	GFPT2	best inferred	9945
55657	ZNF692	best inferred	55657
79609	VCPKMT	best inferred	79609
79608	RIC3	best inferred	79608
9948	WDR1	best inferred	9948
9949	AMMECR1	best inferred	9949
9960	USP3	best inferred	9960
8630	HSD17B6	best inferred	8630
9961	MVP	landmark	9961
7301	TYRO3	best inferred	7301
8633	UNC5C	best inferred	8633
8634	RTCA	best inferred	8634
8631	SKAP1	best inferred	8631
9962	SLC23A2	best inferred	9962
8632	DNAH17	best inferred	8632
330	BIRC3	best inferred	330
54332	GDAP1	best inferred	54332
55663	ZNF446	best inferred	55663
56995	TULP4	best inferred	56995
79630	C1orf54	best inferred	79630
55662	HIF1AN	best inferred	55662
56996	SLC12A9	best inferred	56996
332	BIRC5	landmark	332
55661	DDX27	best inferred	55661
56997	COQ8A	landmark	56997
79632	FAM184A	best inferred	79632
333	APLP1	best inferred	333
55660	PRPF40A	best inferred	55660
56998	CTNNBIP1	best inferred	56998
79631	EFL1	best inferred	79631
334	APLP2	best inferred	334
55667	DENND4C	best inferred	55667
79634	SCRN3	best inferred	79634
55666	NPLOC4	best inferred	55666
56992	KIF15	best inferred	56992
79633	FAT4	best inferred	79633
55665	URGCP	best inferred	55665
56993	TOMM22	best inferred	56993
55664	CDC37L1	best inferred	55664
56994	CHPT1	best inferred	56994
79635	CCDC121	best inferred	79635
8626	TP63	best inferred	8626
9957	HS3ST1	best inferred	9957
9958	USP15	best inferred	9958
79637	ARMC7	best inferred	79637
8624	PSMG1	landmark	8624
9955	HS3ST3A1	best inferred	9955
55669	MFN1	best inferred	55669
8625	RFXANK	best inferred	8625
9956	HS3ST2	best inferred	9956
55668	GPATCH2L	best inferred	55668
79639	TMEM53	best inferred	79639
56999	ADAMTS9	best inferred	56999
9972	NUP153	best inferred	9972
8644	AKR1C3	best inferred	8644
9975	NR1D2	best inferred	9975
7311	UBA52	best inferred	7311
8645	KCNK5	best inferred	8645
9976	CLEC2B	best inferred	9976
7314	UBB	best inferred	7314
8642	DCHS1	best inferred	8642
9973	CCS	best inferred	9973
