Entrez ID	Symbol	Type	Entrez.ID
3640	INSL3	best inferred	3640
259266	ASPM	best inferred	259266
2306	FOXD2	best inferred	2306
3638	INSIG1	landmark	3638
4969	OGN	best inferred	4969
2305	FOXM1	best inferred	2305
2304	FOXE1	best inferred	2304
2303	FOXC2	best inferred	2303
2302	FOXJ1	best inferred	2302
3631	INPP4A	best inferred	3631
3632	INPP5A	best inferred	3632
3633	INPP5B	best inferred	3633
2309	FOXO3	landmark	2309
3635	INPP5D	best inferred	3635
2308	FOXO1	best inferred	2308
3636	INPPL1	best inferred	3636
4967	OGDH	best inferred	4967
4968	OGG1	best inferred	4968
4982	TNFRSF11B	best inferred	4982
2317	FLNB	best inferred	2317
2316	FLNA	best inferred	2316
2	A2M	best inferred	2
2315	MLANA	best inferred	2315
2314	FLII	best inferred	2314
2313	FLI1	best inferred	2313
2312	FLG	best inferred	2312
9	NAT1	best inferred	9
3642	INSM1	best inferred	3642
4973	OLR1	best inferred	4973
3643	INSR	best inferred	3643
4974	OMG	best inferred	4974
4976	OPA1	best inferred	4976
3646	EIF3E	best inferred	3646
2319	FLOT2	best inferred	2319
4978	OPCML	best inferred	4978
2318	FLNC	best inferred	2318
3660	IRF2	best inferred	3660
3661	IRF3	best inferred	3661
3662	IRF4	best inferred	3662
1000	CDH2	best inferred	1000
2331	FMOD	best inferred	2331
2330	FMO5	best inferred	2330
2328	FMO3	best inferred	2328
2327	FMO2	best inferred	2327
2326	FMO1	best inferred	2326
2324	FLT4	best inferred	2324
2323	FLT3LG	best inferred	2323
2322	FLT3	best inferred	2322
2321	FLT1	best inferred	2321
3652	IPP	best inferred	3652
3653	IPW	best inferred	3653
3654	IRAK1	best inferred	3654
3655	ITGA6	best inferred	3655
4987	OPRL1	best inferred	4987
3658	IREB2	best inferred	3658
2329	FMO4	best inferred	2329
3659	IRF1	best inferred	3659
3671	ISLR	best inferred	3671
3672	ITGA1	best inferred	3672
3673	ITGA2	best inferred	3673
1008	CDH10	best inferred	1008
2339	FNTA	best inferred	2339
1007	CDH9	best inferred	1007
1006	CDH8	best inferred	1006
1004	CDH6	best inferred	1004
2335	FN1	best inferred	2335
1003	CDH5	best inferred	1003
1002	CDH4	best inferred	1002
1001	CDH3	landmark	1001
2332	FMR1	best inferred	2332
3663	IRF5	best inferred	3663
3664	IRF6	best inferred	3664
3665	IRF7	best inferred	3665
3667	IRS1	best inferred	3667
4998	ORC1	landmark	4998
4999	ORC2	best inferred	4999
3669	ISG20	best inferred	3669
1009	CDH11	best inferred	1009
3680	ITGA9	best inferred	3680
3682	ITGAE	landmark	3682
3683	ITGAL	best inferred	3683
3684	ITGAM	best inferred	3684
1022	CDK7	landmark	1022
2353	FOS	landmark	2353
1021	CDK6	landmark	1021
2352	FOLR3	best inferred	2352
1020	CDK5	best inferred	1020
2350	FOLR2	best inferred	2350
1019	CDK4	landmark	1019
1018	CDK3	best inferred	1018
1017	CDK2	landmark	1017
2348	FOLR1	best inferred	2348
1016	CDH18	best inferred	1016
1014	CDH16	best inferred	1014
1013	CDH15	best inferred	1013
1012	CDH13	best inferred	1012
3675	ITGA3	best inferred	3675
3676	ITGA4	best inferred	3676
3678	ITGA5	best inferred	3678
3679	ITGA7	best inferred	3679
3690	ITGB3	best inferred	3690
3691	ITGB4	best inferred	3691
3692	EIF6	best inferred	3692
3693	ITGB5	landmark	3693
3694	ITGB6	best inferred	3694
3695	ITGB7	best inferred	3695
1033	CDKN3	best inferred	1033
1032	CDKN2D	best inferred	1032
1031	CDKN2C	best inferred	1031
1030	CDKN2B	best inferred	1030
285527	FRYL	best inferred	285527
1029	CDKN2A	landmark	1029
1028	CDKN1C	best inferred	1028
2359	FPR3	best inferred	2359
1027	CDKN1B	landmark	1027
2358	FPR2	best inferred	2358
1026	CDKN1A	landmark	1026
2357	FPR1	best inferred	2357
1025	CDK9	best inferred	1025
2356	FPGS	landmark	2356
1024	CDK8	best inferred	1024
2355	FOSL2	best inferred	2355
2354	FOSB	best inferred	2354
3685	ITGAV	best inferred	3685
3687	ITGAX	best inferred	3687
3688	ITGB1	best inferred	3688
3689	ITGB2	best inferred	3689
728498	GOLGA8H	best inferred	728498
1043	CD52	best inferred	1043
1040	CDS1	best inferred	1040
1039	CDR2	best inferred	1039
1038	CDR1	best inferred	1038
1036	CDO1	best inferred	1036
3696	ITGB8	best inferred	3696
3698	ITIH2	best inferred	3698
3699	ITIH3	best inferred	3699
1054	CEBPG	best inferred	1054
1052	CEBPD	landmark	1052
1051	CEBPB	best inferred	1051
1050	CEBPA	landmark	1050
1047	CLGN	best inferred	1047
1066	CES1	best inferred	1066
2395	FXN	best inferred	2395
1063	CENPF	best inferred	1063
1062	CENPE	landmark	1062
1060	CENPC	best inferred	1060
11108	PRDM4	best inferred	11108
11107	PRDM5	best inferred	11107
1059	CENPB	best inferred	1059
1058	CENPA	best inferred	1058
114112	TXNRD3	best inferred	114112
11100	HNRNPUL1	best inferred	11100
85377	MICALL1	landmark	85377
11102	RPP14	best inferred	11102
11104	KATNA1	best inferred	11104
11103	KRR1	best inferred	11103
1075	CTSC	best inferred	1075
1071	CETP	best inferred	1071
25758	KIAA1549L	best inferred	25758
1070	CETN3	landmark	1070
11119	BTN3A1	best inferred	11119
11118	BTN3A2	best inferred	11118
1069	CETN2	best inferred	1069
11113	CIT	best inferred	11113
85363	TRIM5	best inferred	85363
11117	EMILIN1	best inferred	11117
85360	SYDE1	best inferred	85360
11116	FGFR1OP	best inferred	11116
84061	MAGT1	best inferred	84061
84060	RBM48	best inferred	84060
84065	TMEM222	best inferred	84065
84079	ANKRD27	best inferred	84079
11060	WWP2	best inferred	11060
11062	DUS4L	best inferred	11062
11065	UBE2C	landmark	11065
11064	CNTRL	best inferred	11064
63982	ANO3	best inferred	63982
23046	KIF21B	best inferred	23046
23047	PDS5B	best inferred	23047
23048	FNBP1	best inferred	23048
23049	SMG1	best inferred	23049
23040	MYT1L	best inferred	23040
23041	MON2	best inferred	23041
23042	PDXDC1	best inferred	23042
23043	TNIK	best inferred	23043
11067	C10orf10	best inferred	11067
11066	SNRNP35	best inferred	11066
11069	RAPGEF4	best inferred	11069
138046	RALYL	best inferred	138046
11068	CYB561D2	best inferred	11068
11070	TMEM115	best inferred	11070
11072	DUSP14	landmark	11072
11074	TRIM31	best inferred	11074
11073	TOPBP1	landmark	11073
11076	TPPP	best inferred	11076
11075	STMN2	best inferred	11075
23057	NMNAT2	best inferred	23057
23059	CLUAP1	best inferred	23059
23051	ZHX3	best inferred	23051
138050	HGSNAT	best inferred	138050
23052	ENDOD1	best inferred	23052
23053	ZSWIM8	best inferred	23053
23054	NCOA6	best inferred	23054
11079	RER1	best inferred	11079
151011	SEPT10	best inferred	151011
11041	B4GAT1	landmark	11041
11040	PIM2	best inferred	11040
11043	MID2	best inferred	11043
23023	TMCC1	best inferred	23023
23024	PDZRN3	best inferred	23024
114049	WBSCR22	best inferred	114049
23025	UNC13A	best inferred	23025
23026	MYO16	best inferred	23026
23028	KDM1A	best inferred	23028
23029	RBM34	landmark	23029
23020	SNRNP200	best inferred	23020
23022	PALLD	best inferred	23022
11045	UPK1A	best inferred	11045
11044	PAPD7	landmark	11044
11047	ADRM1	best inferred	11047
11046	SLC35D2	best inferred	11046
11052	CPSF6	best inferred	11052
11054	OGFR	best inferred	11054
23034	SAMD4A	best inferred	23034
23035	PHLPP2	best inferred	23035
23036	ZNF292	best inferred	23036
23037	PDZD2	best inferred	23037
23038	WDTC1	landmark	23038
23039	XPO7	landmark	23039
23030	KDM4B	best inferred	23030
23031	MAST3	best inferred	23031
23032	USP33	best inferred	23032
126017	ZNF813	best inferred	126017
23033	DOPEY1	best inferred	23033
11056	DDX52	best inferred	11056
11057	ABHD2	best inferred	11057
11059	WWP1	best inferred	11059
11021	RAB35	best inferred	11021
11020	IFT27	best inferred	11020
23001	WDFY3	best inferred	23001
23002	DAAM1	best inferred	23002
26994	RNF11	best inferred	26994
23005	MAPKBP1	best inferred	23005
23007	PLCH1	best inferred	23007
23008	KLHDC10	best inferred	23008
26999	CYFIP2	best inferred	26999
26993	AKAP8L	landmark	26993
11022	TDRKH	best inferred	11022
11025	LILRB3	best inferred	11025
11027	LILRA2	best inferred	11027
11026	LILRA3	best inferred	11026
11030	RBPMS	best inferred	11030
11031	RAB31	landmark	11031
23012	STK38L	best inferred	23012
23013	SPEN	landmark	23013
23014	FBXO21	landmark	23014
23015	GOLGA8A	best inferred	23015
23016	EXOSC7	best inferred	23016
23017	FAIM2	best inferred	23017
23019	CNOT1	best inferred	23019
23011	RAB21	landmark	23011
11034	DSTN	best inferred	11034
11033	ADAP1	best inferred	11033
11037	STON1	best inferred	11037
126070	ZNF440	best inferred	126070
26973	CHORDC1	best inferred	26973
11009	IL24	best inferred	11009
11001	SLC27A2	best inferred	11001
11000	SLC27A3	landmark	11000
11005	SPINK5	best inferred	11005
11004	KIF2C	landmark	11004
85352	KIAA1644	best inferred	85352
11007	CCDC85B	landmark	11007
11006	LILRB4	best inferred	11006
11010	GLIPR1	best inferred	11010
26986	PABPC1	best inferred	26986
26984	SEC22A	best inferred	26984
11019	LIAS	best inferred	11019
114088	TRIM9	best inferred	114088
11012	KLK11	best inferred	11012
11011	TLK2	landmark	11011
11014	KDELR2	landmark	11014
11015	KDELR3	best inferred	11015
11018	TMED1	best inferred	11018
11017	SNRNP27	best inferred	11017
63901	FAM111A	best inferred	63901
63910	SLC17A9	best inferred	63910
63906	GPATCH3	best inferred	63906
63920	ZBED8	best inferred	63920
63923	TNN	best inferred	63923
63925	ZNF335	best inferred	63925
63924	CIDEC	best inferred	63924
63916	ELMO2	best inferred	63916
63917	GALNT11	best inferred	63917
50615	IL21R	best inferred	50615
50619	DEF6	best inferred	50619
50618	ITSN2	best inferred	50618
63932	CXorf56	best inferred	63932
63931	MRPS14	best inferred	63931
63934	ZNF667	best inferred	63934
63933	MCUR1	landmark	63933
63935	PCIF1	best inferred	63935
3704	ITPA	best inferred	3704
3705	ITPK1	best inferred	3705
63926	ANKEF1	best inferred	63926
3706	ITPKA	best inferred	3706
63929	XPNPEP3	best inferred	63929
3707	ITPKB	best inferred	3707
63928	CHP2	best inferred	63928
3708	ITPR1	best inferred	3708
3709	ITPR2	best inferred	3709
3702	ITK	best inferred	3702
50626	CYHR1	best inferred	50626
3703	STT3A	best inferred	3703
50628	GEMIN4	best inferred	50628
151050	KANSL1L	best inferred	151050
23089	PEG10	best inferred	23089
63941	NECAB3	best inferred	63941
63940	GPSM3	best inferred	63940
63943	FKBPL	best inferred	63943
23081	KDM4C	best inferred	23081
3716	JAK1	best inferred	3716
23082	PPRC1	best inferred	23082
100272228	LINC00894	best inferred	100272228
3717	JAK2	best inferred	3717
3718	JAK3	best inferred	3718
23085	ERC1	best inferred	23085
23086	EXPH5	best inferred	23086
3710	ITPR3	best inferred	3710
50632	CALY	best inferred	50632
3712	IVD	best inferred	3712
3713	IVL	best inferred	3713
3714	JAG2	best inferred	3714
23080	AVL9	best inferred	23080
3726	JUNB	best inferred	3726
23092	ARHGAP26	best inferred	23092
3727	JUND	best inferred	3727
23093	TTLL5	best inferred	23093
3728	JUP	best inferred	3728
23094	SIPA1L3	best inferred	23094
23095	KIF1B	best inferred	23095
23096	IQSEC2	best inferred	23096
23097	CDK19	landmark	23097
23099	ZBTB43	best inferred	23099
3720	JARID2	best inferred	3720
23090	ZNF423	best inferred	23090
3725	JUN	landmark	3725
23091	ZC3H13	best inferred	23091
11081	KERA	best inferred	11081
11080	DNAJB4	best inferred	11080
50649	ARHGEF4	best inferred	50649
11083	DIDO1	best inferred	11083
11082	ESM1	best inferred	11082
11085	ADAM30	best inferred	11085
23067	SETD1B	best inferred	23067
23060	ZNF609	best inferred	23060
23061	TBC1D9B	landmark	23061
23062	GGA2	best inferred	23062
23063	WAPL	best inferred	23063
23064	SETX	best inferred	23064
23065	EMC1	best inferred	23065
23066	CAND2	best inferred	23066
50650	ARHGEF3	best inferred	50650
3730	ANOS1	best inferred	3730
3732	CD82	best inferred	3732
3735	KARS	best inferred	3735
3736	KCNA1	best inferred	3736
11092	SPACA9	best inferred	11092
11094	CACFD1	best inferred	11094
11096	ADAMTS5	best inferred	11096
63970	TP53AIP1	best inferred	63970
11095	ADAMTS8	best inferred	11095
11098	PRSS23	landmark	11098
3750	KCND1	best inferred	3750
11097	NUPL2	best inferred	11097
23078	VWA8	best inferred	23078
63974	NEUROD6	best inferred	63974
23070	CMTR1	best inferred	23070
3749	KCNC4	best inferred	3749
23071	ERP44	best inferred	23071
23074	UHRF1BP1L	best inferred	23074
23075	SWAP70	best inferred	23075
23076	RRP1B	landmark	23076
23077	MYCBP2	landmark	23077
3741	KCNA5	best inferred	3741
11099	PTPN21	best inferred	11099
3745	KCNB1	best inferred	3745
3746	KCNC1	best inferred	3746
285672	SREK1IP1	best inferred	285672
3760	KCNJ3	best inferred	3760
3761	KCNJ4	best inferred	3761
3759	KCNJ2	best inferred	3759
3751	KCND2	best inferred	3751
3752	KCND3	best inferred	3752
3755	KCNG1	best inferred	3755
3757	KCNH2	best inferred	3757
3772	KCNJ15	best inferred	3772
1107	CHD3	best inferred	1107
1105	CHD1	best inferred	1105
1104	RCC1	best inferred	1104
1102	RCBTB2	best inferred	1102
1101	CHAD	best inferred	1101
284325	C19orf54	best inferred	284325
3763	KCNJ6	best inferred	3763
100128640	ACVR2B-AS1	best inferred	100128640
3764	KCNJ8	best inferred	3764
3765	KCNJ9	best inferred	3765
3766	KCNJ10	best inferred	3766
3768	KCNJ12	best inferred	3768
1108	CHD4	best inferred	1108
3780	KCNN1	best inferred	3780
3781	KCNN2	best inferred	3781
3782	KCNN3	best inferred	3782
3783	KCNN4	best inferred	3783
1121	CHM	best inferred	1121
1120	CHKB	best inferred	1120
1117	CHI3L2	best inferred	1117
1116	CHI3L1	best inferred	1116
1114	CHGB	best inferred	1114
1113	CHGA	best inferred	1113
2444	FRK	best inferred	2444
1112	FOXN3	best inferred	1112
1111	CHEK1	landmark	1111
3773	KCNJ16	best inferred	3773
3775	KCNK1	landmark	3775
3776	KCNK2	best inferred	3776
3777	KCNK3	best inferred	3777
3778	KCNMA1	best inferred	3778
3779	KCNMB1	best inferred	3779
1119	CHKA	best inferred	1119
3790	KCNS3	best inferred	3790
3791	KDR	best inferred	3791
1130	LYST	best inferred	1130
1124	CHN2	best inferred	1124
1123	CHN1	landmark	1123
1122	CHML	best inferred	1122
3784	KCNQ1	best inferred	3784
3785	KCNQ2	best inferred	3785
1140	CHRNB1	best inferred	1140
3795	KHK	best inferred	3795
3796	KIF2A	best inferred	3796
3797	KIF3C	best inferred	3797
3798	KIF5A	best inferred	3798
3799	KIF5B	best inferred	3799
1154	CISH	best inferred	1154
1153	CIRBP	landmark	1153
1152	CKB	best inferred	1152
2483	FRG1	best inferred	2483
1149	CIDEA	best inferred	1149
1147	CHUK	best inferred	1147
2475	MTOR	best inferred	2475
50805	IRX4	best inferred	50805
50807	ASAP1	best inferred	50807
50809	HP1BP3	best inferred	50809
1164	CKS2	best inferred	1164
2495	FTH1	best inferred	2495
1163	CKS1B	best inferred	1163
2494	NR5A2	best inferred	2494
1161	ERCC8	best inferred	1161
1160	CKMT2	best inferred	1160
2491	CENPI	best inferred	2491
2487	FRZB	best inferred	2487
1155	TBCB	best inferred	1155
50810	HDGFRP3	landmark	50810
284352	PPP1R37	best inferred	284352
50813	COPS7A	landmark	50813
50814	NSDHL	landmark	50814
1176	AP3S1	best inferred	1176
1175	AP2S1	best inferred	1175
1174	AP1S1	best inferred	1174
1173	AP2M1	best inferred	1173
23207	PLEKHM2	best inferred	23207
23208	SYT11	best inferred	23208
23209	MLC1	best inferred	23209
25862	USP49	best inferred	25862
1186	CLCN7	best inferred	1186
23200	ATP11B	landmark	23200
25861	WHRN	best inferred	25861
1185	CLCN6	best inferred	1185
23201	FAM168A	best inferred	23201
25864	ABHD14A	best inferred	25864
1184	CLCN5	best inferred	1184
1183	CLCN4	best inferred	1183
23203	PMPCA	best inferred	23203
1182	CLCN3	best inferred	1182
23204	ARL6IP1	best inferred	23204
25865	PRKD2	best inferred	25865
1181	CLCN2	best inferred	1181
23205	ACSBG1	best inferred	23205
11228	RASSF8	best inferred	11228
11221	DUSP10	best inferred	11221
84168	ANTXR1	best inferred	84168
11222	MRPL3	best inferred	11222
84162	KIAA1109	best inferred	84162
11224	RPL35	best inferred	11224
84164	ASCC2	best inferred	84164
11226	GALNT6	best inferred	11226
23218	NBEAL2	best inferred	23218
23219	FBXO28	best inferred	23219
11230	PRAF2	landmark	11230
1198	CLK3	best inferred	1198
23210	JMJD6	landmark	23210
25873	RPL36	best inferred	25873
23211	ZC3H4	best inferred	23211
1196	CLK2	best inferred	1196
23212	RRS1	landmark	23212
25875	LETMD1	best inferred	25875
23213	SULF1	best inferred	23213
25874	MPC2	landmark	25874
23214	XPO6	best inferred	23214
1193	CLIC2	best inferred	1193
23215	PRRC2C	best inferred	23215
1192	CLIC1	best inferred	1192
23216	TBC1D1	best inferred	23216
1191	CLU	best inferred	1191
23217	ZFR2	best inferred	23217
25878	MXRA5	best inferred	25878
84159	ARID5B	landmark	84159
11232	POLG2	landmark	11232
11231	SEC63	best inferred	11231
11234	HPS5	best inferred	11234
11236	RNF139	best inferred	11236
11235	PDCD10	best inferred	11235
11238	CA5B	best inferred	11238
11237	RNF24	best inferred	11237
25847	ANAPC13	best inferred	25847
25849	PARM1	best inferred	25849
25840	METTL7A	best inferred	25840
25842	ASF1A	best inferred	25842
25841	ABTB2	best inferred	25841
25844	YIPF3	best inferred	25844
84187	TMEM164	best inferred	84187
11201	POLI	best inferred	11201
11200	CHEK2	landmark	11200
25859	PART1	best inferred	25859
25852	ARMC8	best inferred	25852
25855	BRMS1	best inferred	25855
25854	FAM149A	best inferred	25854
11219	TREX2	best inferred	11219
11212	PROSC	best inferred	11212
84179	MFSD7	best inferred	84179
139322	APOOL	best inferred	139322
11211	FZD10	best inferred	11211
11214	AKAP13	best inferred	11214
11213	IRAK3	best inferred	11213
11216	AKAP10	best inferred	11216
11215	AKAP11	best inferred	11215
25825	BACE2	landmark	25825
25828	TXN2	best inferred	25828
25827	FBXL2	best inferred	25827
25829	TMEM184B	best inferred	25829
25820	ARIH1	best inferred	25820
25822	DNAJB5	best inferred	25822
25821	MTO1	best inferred	25821
130916	MTERF4	best inferred	130916
114034	TOE1	best inferred	114034
25837	RAB26	best inferred	25837
25836	NIPBL	best inferred	25836
25839	COG4	landmark	25839
84193	SETD3	best inferred	84193
25830	SULT4A1	best inferred	25830
25834	MGAT4C	best inferred	25834
115353	LRRC42	best inferred	115353
84196	USP48	best inferred	84196
25804	LSM4	best inferred	25804
25803	SPDEF	landmark	25803
25805	BAMBI	landmark	25805
25807	RHBDD3	best inferred	25807
25809	TTLL1	best inferred	25809
25800	SLC39A6	best inferred	25800
25802	LMOD1	best inferred	25802
25801	GCA	best inferred	25801
440352	SNX29P2	best inferred	440352
25814	ATXN10	best inferred	25814
25816	TNFAIP8	best inferred	25816
25819	NOCT	best inferred	25819
200734	SPRED2	landmark	200734
25813	SAMM50	best inferred	25813
11180	WDR6	best inferred	11180
154881	KCTD7	best inferred	154881
11182	SLC2A6	landmark	11182
11184	MAP4K1	best inferred	11184
11183	MAP4K5	best inferred	11183
11186	RASSF1	best inferred	11186
23166	STAB1	best inferred	23166
23167	EFR3A	best inferred	23167
23168	RTF1	best inferred	23168
23169	SLC35D1	best inferred	23169
23160	WDR43	best inferred	23160
23161	SNX13	landmark	23161
23162	MAPK8IP3	best inferred	23162
23163	GGA3	best inferred	23163
23164	MPRIP	best inferred	23164
23165	NUP205	best inferred	23165
11188	NISCH	landmark	11188
11187	PKP3	best inferred	11187
11189	CELF3	best inferred	11189
11191	PTENP1	best inferred	11191
11190	CEP250	best inferred	11190
404672	GTF2H5	best inferred	404672
13	AADAC	best inferred	13
11193	WBP4	best inferred	11193
14	AAMP	best inferred	14
16	AARS	landmark	16
11197	WIF1	best inferred	11197
18	ABAT	best inferred	18
11196	SEC23IP	best inferred	11196
19	ABCA1	best inferred	19
23177	CEP68	best inferred	23177
23178	PASK	best inferred	23178
23179	RGL1	best inferred	23179
23170	TTLL12	best inferred	23170
23171	GPD1L	best inferred	23171
23172	FAM175B	best inferred	23172
23173	METAP1	best inferred	23173
23174	ZCCHC14	best inferred	23174
23175	LPIN1	best inferred	23175
23176	SEPT8	best inferred	23176
11199	ANXA10	best inferred	11199
11198	SUPT16H	best inferred	11198
20	ABCA2	best inferred	20
21	ABCA3	best inferred	21
22	ABCB7	best inferred	22
23	ABCF1	landmark	23
11160	ERLIN2	best inferred	11160
25	ABL1	landmark	25
11162	NUDT6	best inferred	11162
11161	C14orf1	best inferred	11161
29	ABR	best inferred	29
11163	NUDT4	best inferred	11163
23144	ZC3H3	best inferred	23144
23148	NACAD	best inferred	23148
23149	FCHO1	landmark	23149
23140	ZZEF1	best inferred	23140
23141	ANKLE2	best inferred	23141
23142	DCUN1D4	landmark	23142
11166	SOX21	best inferred	11166
11165	NUDT3	best inferred	11165
11168	PSIP1	landmark	11168
11167	FSTL1	best inferred	11167
30	ACAA1	landmark	30
11169	WDHD1	best inferred	11169
31	ACACA	best inferred	31
32	ACACB	best inferred	32
33	ACADL	best inferred	33
34	ACADM	best inferred	34
35	ACADS	best inferred	35
11171	STRAP	best inferred	11171
36	ACADSB	best inferred	36
11170	FAM107A	best inferred	11170
37	ACADVL	best inferred	37
38	ACAT1	best inferred	38
39	ACAT2	landmark	39
11174	ADAMTS6	best inferred	11174
23155	CLCC1	best inferred	23155
23157	SEPT6	best inferred	23157
23158	TBC1D9	best inferred	23158
23150	FRMD4B	best inferred	23150
23151	GRAMD4	best inferred	23151
23152	CIC	best inferred	23152
23154	NCDN	best inferred	23154
11177	BAZ1A	best inferred	11177
11176	BAZ2A	best inferred	11176
11179	ZNF277	best inferred	11179
11178	LZTS1	best inferred	11178
40	ASIC2	best inferred	40
41	ASIC1	best inferred	41
43	ACHE	best inferred	43
47	ACLY	landmark	47
48	ACO1	best inferred	48
11140	CDC37	best inferred	11140
11142	PKIG	landmark	11142
11141	IL1RAPL1	best inferred	11141
23122	CLASP2	best inferred	23122
25787	DGCR9	best inferred	25787
23125	CAMTA2	best inferred	23125
25786	DGCR11	best inferred	25786
23126	POGZ	best inferred	23126
25789	TMEM59L	best inferred	25789
23127	COLGALT2	best inferred	23127
25788	RAD54B	best inferred	25788
23129	PLXND1	best inferred	23129
85458	DIXDC1	best inferred	85458
25780	RASGRP3	best inferred	25780
85459	CEP295	best inferred	85459
23120	ATP10B	best inferred	23120
25782	RAB3GAP2	best inferred	25782
11143	KAT7	best inferred	11143
11146	GLMN	best inferred	11146
84124	ZNF394	best inferred	84124
85452	CFAP74	best inferred	85452
50	ACO2	best inferred	50
11145	PLA2G16	best inferred	11145
85453	TSPYL5	best inferred	85453
51	ACOX1	best inferred	51
52	ACP1	best inferred	52
11147	HHLA3	best inferred	11147
53	ACP2	best inferred	53
54	ACP5	best inferred	54
55	ACPP	best inferred	55
59	ACTA2	best inferred	59
11151	CORO1A	landmark	11151
11153	FICD	best inferred	11153
11152	WDR45	best inferred	11152
23133	PHF8	best inferred	23133
25796	PGLS	best inferred	25796
23135	KDM6B	best inferred	23135
23136	EPB41L3	best inferred	23136
25797	QPCT	best inferred	25797
23137	SMC5	best inferred	23137
23138	N4BP3	best inferred	23138
25799	ZNF324	best inferred	25799
402055	SRRD	best inferred	402055
23139	MAST2	landmark	23139
25790	CFAP45	best inferred	25790
25792	CIZ1	best inferred	25792
23130	ATG2A	best inferred	23130
23131	GPATCH8	landmark	23131
23132	RAD54L2	best inferred	23132
25793	FBXO7	landmark	25793
85446	ZFHX2	best inferred	85446
11155	LDB3	best inferred	11155
11154	AP4S1	best inferred	11154
60	ACTB	best inferred	60
11157	LSM6	landmark	11157
11156	PTP4A3	best inferred	11156
23108	RAP1GAP2	best inferred	23108
23109	DDN	best inferred	23109
11120	BTN2A1	best inferred	11120
23102	TBC1D2B	best inferred	23102
25769	SLC24A2	best inferred	25769
23107	MRPS27	best inferred	23107
11129	CLASRP	best inferred	11129
84148	KAT8	best inferred	84148
11122	PTPRT	best inferred	11122
70	ACTC1	best inferred	70
11124	FAF1	best inferred	11124
72	ACTG2	best inferred	72
11123	RCAN3	best inferred	11123
11126	CD160	best inferred	11126
11127	KIF3A	best inferred	11127
23119	HIC2	best inferred	23119
11131	CAPN11	best inferred	11131
11130	ZWINT	best inferred	11130
23111	SPG20	best inferred	23111
23112	TNRC6B	best inferred	23112
23113	CUL9	best inferred	23113
25776	CBY1	best inferred	25776
23114	NFASC	best inferred	23114
25778	DSTYK	best inferred	25778
23116	TOGARAM1	best inferred	23116
25777	SUN2	best inferred	25777
23117	NPIPB3	best inferred	23117
23118	TAB2	best inferred	23118
25771	TBC1D22A	best inferred	25771
11133	KPTN	best inferred	11133
81	ACTN4	best inferred	81
11132	CAPN10	best inferred	11132
11135	CDC42EP1	best inferred	11135
11137	PWP1	landmark	11137
86	ACTL6A	best inferred	86
87	ACTN1	best inferred	87
11138	TBC1D8	best inferred	11138
88	ACTN2	best inferred	88
89	ACTN3	best inferred	89
90	ACVR1	best inferred	90
91	ACVR1B	best inferred	91
92	ACVR2A	best inferred	92
94	ACVRL1	best inferred	94
97	ACYP1	best inferred	97
98	ACYP2	best inferred	98
728661	SLC35E2B	best inferred	728661
50717	DCAF8	best inferred	50717
261734	NPHP4	best inferred	261734
3800	KIF5C	landmark	3800
3801	KIFC3	best inferred	3801
261726	TIPRL	best inferred	261726
222161	DKFZP586I1420	best inferred	222161
3815	KIT	landmark	3815
3816	KLK1	best inferred	3816
3818	KLKB1	best inferred	3818
3820	KLRB1	best inferred	3820
3823	KLRC3	best inferred	3823
3824	KLRD1	best inferred	3824
3836	KPNA1	best inferred	3836
3837	KPNB1	best inferred	3837
3838	KPNA2	best inferred	3838
3839	KPNA3	best inferred	3839
3831	KLC1	best inferred	3831
3832	KIF11	best inferred	3832
3833	KIFC1	best inferred	3833
3835	KIF22	best inferred	3835
3848	KRT1	best inferred	3848
3849	KRT2	best inferred	3849
2512	FTL	best inferred	2512
284403	WDR62	best inferred	284403
3840	KPNA4	best inferred	3840
3841	KPNA5	best inferred	3841
3842	TNPO1	best inferred	3842
3843	IPO5	best inferred	3843
2517	FUCA1	best inferred	2517
3845	KRAS	best inferred	3845
23189	KANK1	best inferred	23189
3858	KRT10	best inferred	3858
23180	RFTN1	best inferred	23180
2525	FUT3	best inferred	2525
23181	DIP2A	best inferred	23181
2524	FUT2	best inferred	2524
2523	FUT1	landmark	2523
2521	FUS	best inferred	2521
23185	LARP4B	best inferred	23185
23186	RCOR1	best inferred	23186
23187	PHLDB1	best inferred	23187
3852	KRT5	best inferred	3852
3853	KRT6A	best inferred	3853
3854	KRT6B	best inferred	3854
3855	KRT7	best inferred	3855
2528	FUT6	best inferred	2528
3856	KRT8	best inferred	3856
3857	KRT9	best inferred	3857
728642	CDK11A	best inferred	728642
23199	GSE1	best inferred	23199
2537	IFI6	best inferred	2537
23191	CYFIP1	best inferred	23191
23192	ATG4B	best inferred	23192
2535	FZD2	best inferred	2535
23193	GANAB	best inferred	23193
1203	CLN5	best inferred	1203
2534	FYN	landmark	2534
23194	FBXL7	best inferred	23194
2533	FYB	best inferred	2533
23195	MDN1	best inferred	23195
1201	CLN3	best inferred	1201
2532	ACKR1	best inferred	2532
23196	FAM120A	best inferred	23196
1200	TPP1	best inferred	1200
2531	KDSR	best inferred	2531
23197	FAF2	best inferred	23197
2530	FUT8	best inferred	2530
23198	PSME4	best inferred	23198
3861	KRT14	best inferred	3861
1209	CLPTM1	best inferred	1209
2539	G6PD	best inferred	2539
